Station_start,Station_end,Time,Adult,Senior,Standard,Student,WTCS,REF_STNSTART,Latitude_Start,Longitude_Start,REF_STNEND,Latitude_End,Longitude_End
SW3 Kupang,EW7 Eunos,39,1.49,0.87,2.2,0.58,1.21,SW3,1.398212828,103.881242,EW7 ,1.319778952,103.9032339
SW3 Kupang,EW8 CC9  Paya Lebar,33,1.45,0.87,2.2,0.58,1.18,SW3,1.398212828,103.881242,EW8,1.318112082,103.8930446
SW3 Kupang,EW9  Aljunied,39,1.49,0.87,2.2,0.58,1.21,SW3,1.398212828,103.881242,EW9 ,1.316432612,103.882893
SW3 Kupang,NE1 CC29 HarbourFront,41,1.72,0.87,2.4,0.58,1.39,SW3,1.398212828,103.881242,NE1 ,1.26547264,103.821446
SW3 Kupang,NE10  Potong Pasir,24,1.33,0.87,2,0.58,1.09,SW3,1.398212828,103.881242,NE10 ,1.331379525,103.869046
SW3 Kupang,NE11  Woodleigh,22,1.29,0.87,1.8,0.58,1.06,SW3,1.398212828,103.881242,NE11,1.339190046,103.8708081
SW3 Kupang,NE12 CC13  Serangoon,20,1.23,0.87,1.8,0.58,1,SW3,1.398212828,103.881242,NE12 ,1.349707875,103.8735637
SW3 Kupang,NE13 Kovan,17,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,NE13,1.360179171,103.8850503
SW3 Kupang,NE14 Hougang,15,0.97,0.68,1.6,0.47,0.79,SW3,1.398212828,103.881242,NE14,1.371292292,103.8923636
SW3 Kupang,NE15  Buangkok,13,0.87,0.61,1.6,0.42,0.71,SW3,1.398212828,103.881242,NE15,1.382877858,103.8931042
SW3 Kupang,NE16 STC  Sengkang,7,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,NE16,1.391694626,103.8954664
SW3 Kupang,NE17 PTC  Punggol,11,0.87,0.61,1.6,0.42,0.71,SW3,1.398212828,103.881242,NE17 ,1.404546728,103.902052
SW3 Kupang,NE4 DT19 Chinatown,36,1.61,0.87,2.3,0.58,1.3,SW3,1.398212828,103.881242,NE4,1.284359578,103.8434242
SW3 Kupang,NE5 Clarke Quay,34,1.57,0.87,2.3,0.58,1.27,SW3,1.398212828,103.881242,NE5 ,1.288386024,103.8465519
SW3 Kupang,NE7 DT12 Little India,30,1.49,0.87,2.2,0.58,1.21,SW3,1.398212828,103.881242,NE7 ,1.307198223,103.8485807
SW3 Kupang,NE8 Farrer Park,28,1.45,0.87,2.2,0.58,1.18,SW3,1.398212828,103.881242,NE8,1.31235984,103.8541717
SW3 Kupang,NE9  Boon Keng,26,1.41,0.87,2.2,0.58,1.15,SW3,1.398212828,103.881242,NE9 ,1.319395706,103.861679
SW3 Kupang,NS1 EW24 Jurong East,57,1.88,0.87,2.5,0.58,1.53,SW3,1.398212828,103.881242,NS1,1.33315262,103.7423112
SW3 Kupang,NS10  Admiralty,51,1.87,0.87,2.5,0.58,1.52,SW3,1.398212828,103.881242,NS10,1.440585001,103.8009982
SW3 Kupang,NS11  Sembawang,48,1.83,0.87,2.5,0.58,1.5,SW3,1.398212828,103.881242,NS11 ,1.449050821,103.8200504
SW3 Kupang,NS13  Yishun,44,1.75,0.87,2.4,0.58,1.42,SW3,1.398212828,103.881242,NS13,1.429443081,103.8350045
SW3 Kupang,NS14 Khatib,42,1.69,0.87,2.3,0.58,1.36,SW3,1.398212828,103.881242,NS14 ,1.41738337,103.83298
SW3 Kupang,NS15  Yio Chu Kang,36,1.49,0.87,2.2,0.58,1.21,SW3,1.398212828,103.881242,NS15,1.381756046,103.8449439
SW3 Kupang,NS16  Ang Mo Kio,34,1.45,0.87,2.2,0.58,1.18,SW3,1.398212828,103.881242,NS16 ,1.369347304,103.8499283
SW3 Kupang,NS17  CC15  Bishan,28,1.37,0.87,2,0.58,1.12,SW3,1.398212828,103.881242,NS17 ,1.350838988,103.8481398
SW3 Kupang,NS18  Braddell,34,1.41,0.87,2.2,0.58,1.15,SW3,1.398212828,103.881242,NS18,1.340471684,103.8467942
SW3 Kupang,NS19  Toa Payoh,36,1.45,0.87,2.2,0.58,1.18,SW3,1.398212828,103.881242,NS19 ,1.332628987,103.8474979
SW3 Kupang,NS2 Bukit Batok,60,1.9,0.87,2.5,0.58,1.55,SW3,1.398212828,103.881242,NS2,1.349034109,103.74959
SW3 Kupang,NS20  Novena,38,1.49,0.87,2.2,0.58,1.21,SW3,1.398212828,103.881242,NS20,1.320440791,103.8438228
SW3 Kupang,NS21 DT11  Newton,36,1.53,0.87,2.2,0.58,1.24,SW3,1.398212828,103.881242,NS21 ,1.3123201,103.8379841
SW3 Kupang,NS22  Orchard,39,1.57,0.87,2.3,0.58,1.27,SW3,1.398212828,103.881242,NS22 ,1.303981012,103.8322417
SW3 Kupang,NS23  Somerset,37,1.53,0.87,2.2,0.58,1.24,SW3,1.398212828,103.881242,NS23 ,1.300260055,103.8390737
SW3 Kupang,NS24 NE6 CC1 Dhoby Ghaut,32,1.53,0.87,2.2,0.58,1.24,SW3,1.398212828,103.881242,NS24 ,1.298701307,103.8461119
SW3 Kupang,NS25 EW13 City Hall,38,1.57,0.87,2.3,0.58,1.27,SW3,1.398212828,103.881242,NS25 ,1.292936243,103.852581
SW3 Kupang,NS26 EW14  Raffles Place,40,1.61,0.87,2.3,0.58,1.3,SW3,1.398212828,103.881242,NS26 ,1.284125611,103.8514572
SW3 Kupang,NS27 CE2 Marina Bay,42,1.65,0.87,2.3,0.58,1.33,SW3,1.398212828,103.881242,NS27 ,1.276427355,103.8545925
SW3 Kupang,NS28 Marina South Pier,44,1.69,0.87,2.3,0.58,1.36,SW3,1.398212828,103.881242,NS28,1.271336711,103.8628525
SW3 Kupang,NS3 Bukit Gombak,62,1.92,0.87,2.5,0.58,1.57,SW3,1.398212828,103.881242,NS3,1.358761857,103.7519164
SW3 Kupang,NS4 BP1 Choa Chu Kang,65,1.91,0.87,2.5,0.58,1.56,SW3,1.398212828,103.881242,NS4,1.385361693,103.744367
SW3 Kupang,NS5  Yew Tee,63,1.92,0.87,2.5,0.58,1.57,SW3,1.398212828,103.881242,NS5 ,1.397535018,103.7474307
SW3 Kupang,NS7 Kranji,58,1.92,0.87,2.5,0.58,1.57,SW3,1.398212828,103.881242,NS7 ,1.425177699,103.7621874
SW3 Kupang,NS8 Marsiling,56,1.91,0.87,2.5,0.58,1.56,SW3,1.398212828,103.881242,NS8 ,1.432514421,103.77409
SW3 Kupang,NS9  Woodlands,53,1.89,0.87,2.5,0.58,1.54,SW3,1.398212828,103.881242,NS9 ,1.436875128,103.7864999
SW3 Kupang,PE1 Cove,18,0.97,0.68,1.6,0.47,0.79,SW3,1.398212828,103.881242,PE1 ,1.399281985,103.9059403
SW3 Kupang,PE2  Meridian,19,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PE2 ,1.396912053,103.9089277
SW3 Kupang,PE3 Coral Edge,21,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PE3,1.393909226,103.9125574
SW3 Kupang,PE4  Riviera,22,1.16,0.81,1.8,0.55,0.94,SW3,1.398212828,103.881242,PE4 ,1.394524496,103.9161415
SW3 Kupang,PE5 Kadaloor,21,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PE5,1.399584853,103.9164619
SW3 Kupang,PE6  Oasis,20,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PE6 ,1.402286677,103.9127036
SW3 Kupang,PE7 Damai,18,0.97,0.68,1.6,0.47,0.79,SW3,1.398212828,103.881242,PE7,1.405234836,103.9085809
SW3 Kupang,PW1  Sam Kee,16,0.97,0.68,1.6,0.47,0.79,SW3,1.398212828,103.881242,PW1 ,1.409612685,103.9048099
SW3 Kupang,PW3  Punggol Point,18,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PW3 ,1.41684852,103.9066284
SW3 Kupang,PW4  Samudera,19,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PW4 ,1.415901719,103.9021353
SW3 Kupang,PW5  Nibong,19,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PW5 ,1.411870458,103.9002935
SW3 Kupang,PW6  Sumang,18,1.07,0.75,1.6,0.52,0.87,SW3,1.398212828,103.881242,PW6 ,1.408452426,103.8985387
SW3 Kupang,PW7  Soo Teck,17,0.97,0.68,1.6,0.47,0.79,SW3,1.398212828,103.881242,PW7 ,1.405088585,103.8971904
SW3 Kupang,SE1 Compassvale,13,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SE1,1.394493046,103.9004726
SW3 Kupang,SE2  Rumbia,14,0.87,0.61,1.6,0.42,0.71,SW3,1.398212828,103.881242,SE2 ,1.391468497,103.9059522
SW3 Kupang,SE3  Bakau,16,0.87,0.61,1.6,0.42,0.71,SW3,1.398212828,103.881242,SE3  ,1.388092704,103.9054179
SW3 Kupang,SE4 Kangkar,14,0.87,0.61,1.6,0.42,0.71,SW3,1.398212828,103.881242,SE4,1.383978902,103.9021539
SW3 Kupang,SE5  Ranggung,13,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SE5 ,1.384233561,103.897176
SW3 Kupang,SW1 Cheng Lim,3,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW1 ,1.396277631,103.8937792
SW3 Kupang,SW2 Farmway,1,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW2,1.397170196,103.8892882
SW3 Kupang,SW3 Kupang,0,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW3,1.398212828,103.881242
SW3 Kupang,SW4  Thanggam,1,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW4 ,1.397318155,103.8756226
SW3 Kupang,SW5 Fernvale,2,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW5 ,1.391885888,103.8762959
SW3 Kupang,SW6 Layar,4,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW6 ,1.392079839,103.8800158
SW3 Kupang,SW7  Tongkang,5,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW7 ,1.389347953,103.8858287
SW3 Kupang,SW8  Renjong,7,0.77,0.54,1.4,0.37,0.63,SW3,1.398212828,103.881242,SW8,1.386723922,103.8905227
SW4  Thanggam,BP10 Fajar,65,1.91,0.87,2.5,0.58,1.56,SW4 ,1.397318155,103.8756226,BP10 ,1.384520796,103.7708268
SW4  Thanggam,BP11  Segar,65,1.91,0.87,2.5,0.58,1.56,SW4 ,1.397318155,103.8756226,BP11 ,1.387772131,103.7696171
SW4  Thanggam,BP12 Jelapang,63,1.9,0.87,2.5,0.58,1.55,SW4 ,1.397318155,103.8756226,BP12,1.386703025,103.7645235
SW4  Thanggam,BP13  Senja,62,1.89,0.87,2.5,0.58,1.54,SW4 ,1.397318155,103.8756226,BP13 ,1.382692296,103.7623879
SW4  Thanggam,BP14  Ten Mile Junction,62,1.89,0.87,2.5,0.58,1.54,SW4 ,1.397318155,103.8756226,BP14 ,1.380321008,103.760161
SW4  Thanggam,BP2  South View,66,1.91,0.87,2.5,0.58,1.56,SW4 ,1.397318155,103.8756226,BP2 ,1.380298287,103.7453173
SW4  Thanggam,BP3 Keat Hong,65,1.91,0.87,2.5,0.58,1.56,SW4 ,1.397318155,103.8756226,BP3 ,1.378602766,103.7490799
SW4  Thanggam,BP4  Teck Whye,64,1.9,0.87,2.5,0.58,1.55,SW4 ,1.397318155,103.8756226,BP4 ,1.376684679,103.7537352
SW4  Thanggam,BP5  Phoenix,62,1.9,0.87,2.5,0.58,1.55,SW4 ,1.397318155,103.8756226,BP5 ,1.378618844,103.7580559
SW4  Thanggam,BP6 DT1 Bukit Panjang,57,1.89,0.87,2.5,0.58,1.54,SW4 ,1.397318155,103.8756226,BP6 ,1.377909898,103.763034
SW4  Thanggam,BP7  Petir,62,1.89,0.87,2.5,0.58,1.54,SW4 ,1.397318155,103.8756226,BP7 ,1.377750334,103.7666882
SW4  Thanggam,BP8  Pending,63,1.9,0.87,2.5,0.58,1.55,SW4 ,1.397318155,103.8756226,BP8 ,1.376142883,103.7712881
SW4  Thanggam,BP9  Bangkit,64,1.9,0.87,2.5,0.58,1.55,SW4 ,1.397318155,103.8756226,BP9  ,1.380017897,103.7726667
SW4  Thanggam,CC10 DT26 MacPherson,32,1.41,0.87,2.2,0.58,1.15,SW4 ,1.397318155,103.8756226,CC10,1.326345372,103.8902718
SW4  Thanggam,CC11  Tai Seng,30,1.37,0.87,2,0.58,1.12,SW4 ,1.397318155,103.8756226,CC11 ,1.335433322,103.88818
SW4  Thanggam,CC12  Bartley,28,1.33,0.87,2,0.58,1.09,SW4 ,1.397318155,103.8756226,CC12,1.342828338,103.8797462
SW4  Thanggam,CC14 Lorong Chuan,27,1.33,0.87,2,0.58,1.09,SW4 ,1.397318155,103.8756226,CC14 ,1.351612171,103.8641434
SW4  Thanggam,CC16 Marymount,32,1.45,0.87,2.2,0.58,1.18,SW4 ,1.397318155,103.8756226,CC16 ,1.348707263,103.8394214
SW4  Thanggam,CC17 Caldecott,34,1.49,0.87,2.2,0.58,1.21,SW4 ,1.397318155,103.8756226,CC17 ,1.337674508,103.8395281
SW4  Thanggam,CC19  DT9  Botanic Gardens,39,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,CC19,1.322110193,103.8149876
SW4  Thanggam,CC2  Bras Basah,39,1.57,0.87,2.3,0.58,1.27,SW4 ,1.397318155,103.8756226,CC2  ,1.296861687,103.8506629
SW4  Thanggam,CC20 Farrer Road,41,1.69,0.87,2.3,0.58,1.36,SW4 ,1.397318155,103.8756226,CC20,1.317510612,103.8075929
SW4  Thanggam,CC21 Holland Village,44,1.72,0.87,2.4,0.58,1.39,SW4 ,1.397318155,103.8756226,CC21,1.31183479,103.7962016
SW4  Thanggam,CC23  one-north,48,1.78,0.87,2.4,0.58,1.45,SW4 ,1.397318155,103.8756226,CC23 ,1.299759879,103.7874693
SW4  Thanggam,CC24 Kent Ridge,50,1.81,0.87,2.4,0.58,1.48,SW4 ,1.397318155,103.8756226,CC24 ,1.293462633,103.7846438
SW4  Thanggam,CC25 Haw Par Villa,52,1.83,0.87,2.5,0.58,1.5,SW4 ,1.397318155,103.8756226,CC25,1.282542157,103.7818234
SW4  Thanggam,CC26  Pasir Panjang,52,1.83,0.87,2.5,0.58,1.5,SW4 ,1.397318155,103.8756226,CC26,1.276213523,103.7913607
SW4  Thanggam,CC27 Labrador Park,49,1.81,0.87,2.4,0.58,1.48,SW4 ,1.397318155,103.8756226,CC27,1.272332732,103.8029471
SW4  Thanggam,CC28  Telok Blangah,47,1.78,0.87,2.4,0.58,1.45,SW4 ,1.397318155,103.8756226,CC28 ,1.270753211,103.8097544
SW4  Thanggam,CC3 Esplanade,41,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,CC3,1.293321608,103.8554985
SW4  Thanggam,CC4 DT15  Promenade,40,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,CC4 ,1.293218051,103.8609921
SW4  Thanggam,CC5  Nicoll Highway,42,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,CC5 ,1.299766835,103.8636292
SW4  Thanggam,CC6  Stadium,40,1.57,0.87,2.3,0.58,1.27,SW4 ,1.397318155,103.8756226,CC6 ,1.30284063,103.8753395
SW4  Thanggam,CC7  Mountbatten,38,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,CC7 ,1.306201905,103.8825153
SW4  Thanggam,CC8 Dakota,36,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,CC8,1.30838264,103.888648
SW4  Thanggam,CE1  DT16  Bayfront,42,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,CE1  ,1.281873788,103.8590733
SW4  Thanggam,CG1 DT35 Expo,50,1.75,0.87,2.4,0.58,1.42,SW4 ,1.397318155,103.8756226,CG1,1.334549778,103.9615134
SW4  Thanggam,CG2 Changi Airport,55,1.87,0.87,2.5,0.58,1.52,SW4 ,1.397318155,103.8756226,CG2 ,1.357314545,103.9883212
SW4  Thanggam,DT10  Stevens,39,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,DT10 ,1.320065557,103.8260263
SW4  Thanggam,DT13  Rochor,36,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,DT13,1.306800025,103.8496427
SW4  Thanggam,DT17 Downtown,42,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,DT17,1.27944619,103.8528356
SW4  Thanggam,DT18  Telok Ayer,41,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,DT18,1.282289536,103.8482991
SW4  Thanggam,DT2 Cashew,55,1.88,0.87,2.5,0.58,1.53,SW4 ,1.397318155,103.8756226,DT2 ,1.369369831,103.764714
SW4  Thanggam,DT20 Fort Canning,42,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,DT20,1.292478928,103.8443255
SW4  Thanggam,DT21  Bencoolen,44,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,DT21 ,1.29886427,103.8503799
SW4  Thanggam,DT22 Jalan Besar,43,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,DT22,1.305403642,103.8554713
SW4  Thanggam,DT23  Bendemeer,41,1.57,0.87,2.3,0.58,1.27,SW4 ,1.397318155,103.8756226,DT23,1.313672233,103.8629702
SW4  Thanggam,DT24 Geylang Bahru,39,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,DT24,1.321505838,103.8718904
SW4  Thanggam,DT25 Mattar,37,1.45,0.87,2.2,0.58,1.18,SW4 ,1.397318155,103.8756226,DT25 ,1.326876715,103.8832341
SW4  Thanggam,DT27  Ubi,37,1.49,0.87,2.2,0.58,1.21,SW4 ,1.397318155,103.8756226,DT27 ,1.329956826,103.8992348
SW4  Thanggam,DT28 Kaki Bukit,39,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,DT28 ,1.334967302,103.9084393
SW4  Thanggam,DT29  Bedok North,41,1.57,0.87,2.3,0.58,1.27,SW4 ,1.397318155,103.8756226,DT29 ,1.334742117,103.9179554
SW4  Thanggam,DT3 Hillview,53,1.87,0.87,2.5,0.58,1.52,SW4 ,1.397318155,103.8756226,DT3,1.362344869,103.7674369
SW4  Thanggam,DT30  Bedok Reservoir,43,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,DT30,1.33660783,103.9322077
SW4  Thanggam,DT31  Tampines West,45,1.69,0.87,2.3,0.58,1.36,SW4 ,1.397318155,103.8756226,DT31,1.345515305,103.938408
SW4  Thanggam,DT33  Tampines East,49,1.78,0.87,2.4,0.58,1.45,SW4 ,1.397318155,103.8756226,DT33 ,1.356191483,103.9546005
SW4  Thanggam,DT34  Upper Changi,52,1.78,0.87,2.4,0.58,1.45,SW4 ,1.397318155,103.8756226,DT34 ,1.341737484,103.9614367
SW4  Thanggam,DT5  Beauty World,49,1.81,0.87,2.4,0.58,1.48,SW4 ,1.397318155,103.8756226,DT5  ,1.341223176,103.77581
SW4  Thanggam,DT6 King Albert Park,47,1.78,0.87,2.4,0.58,1.45,SW4 ,1.397318155,103.8756226,DT6 ,1.335665121,103.7838201
SW4  Thanggam,DT7  Sixth Avenue,45,1.72,0.87,2.4,0.58,1.39,SW4 ,1.397318155,103.8756226,DT7 ,1.330786387,103.7972561
SW4  Thanggam,DT8  Tan Kah Kee,43,1.69,0.87,2.3,0.58,1.36,SW4 ,1.397318155,103.8756226,DT8 ,1.325883209,103.8073292
SW4  Thanggam,EW1  Pasir Ris,52,1.81,0.87,2.4,0.58,1.48,SW4 ,1.397318155,103.8756226,EW1 ,1.372983774,103.9492348
SW4  Thanggam,EW10 Kallang,42,1.57,0.87,2.3,0.58,1.27,SW4 ,1.397318155,103.8756226,EW10,1.31148891,103.8713766
SW4  Thanggam,EW11 Lavender,43,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,EW11 ,1.30735702,103.8628215
SW4  Thanggam,EW12  DT14  Bugis,38,1.57,0.87,2.3,0.58,1.27,SW4 ,1.397318155,103.8756226,EW12 ,1.300465076,103.8557007
SW4  Thanggam,EW15  Tanjong Pagar,43,1.69,0.87,2.3,0.58,1.36,SW4 ,1.397318155,103.8756226,EW15,1.276521247,103.8458611
SW4  Thanggam,EW16 NE3  Outram Park,39,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,EW16,1.279764543,103.8395732
SW4  Thanggam,EW17  Tiong Bahru,45,1.72,0.87,2.4,0.58,1.39,SW4 ,1.397318155,103.8756226,EW17,1.286193393,103.827021
SW4  Thanggam,EW18  Redhill,47,1.75,0.87,2.4,0.58,1.42,SW4 ,1.397318155,103.8756226,EW18,1.289562726,103.8168209
SW4  Thanggam,EW19  Queenstown,49,1.78,0.87,2.4,0.58,1.45,SW4 ,1.397318155,103.8756226,EW19 ,1.294860933,103.8058913
SW4  Thanggam,EW2 DT32  Tampines,47,1.75,0.87,2.4,0.58,1.42,SW4 ,1.397318155,103.8756226,EW2 ,1.353301356,103.9451175
SW4  Thanggam,EW20 Commonwealth,51,1.81,0.87,2.4,0.58,1.48,SW4 ,1.397318155,103.8756226,EW20,1.302438735,103.7983136
SW4  Thanggam,EW21 CC22 Buona Vista,46,1.75,0.87,2.4,0.58,1.42,SW4 ,1.397318155,103.8756226,EW21 ,1.307183467,103.7902028
SW4  Thanggam,EW22 Dover,51,1.81,0.87,2.4,0.58,1.48,SW4 ,1.397318155,103.8756226,EW22 ,1.311405293,103.7786522
SW4  Thanggam,EW23 Clementi,54,1.85,0.87,2.5,0.58,1.51,SW4 ,1.397318155,103.8756226,EW23 ,1.314954492,103.7653168
SW4  Thanggam,EW25 Chinese Garden,60,1.91,0.87,2.5,0.58,1.56,SW4 ,1.397318155,103.8756226,EW25,1.342352821,103.7326244
SW4  Thanggam,EW26 Lakeside,62,1.92,0.87,2.5,0.58,1.57,SW4 ,1.397318155,103.8756226,EW26,1.344259249,103.7209802
SW4  Thanggam,EW27  Boon Lay,65,1.94,0.87,2.5,0.58,1.59,SW4 ,1.397318155,103.8756226,EW27 ,1.338604054,103.7060994
SW4  Thanggam,EW28  Pioneer,67,1.95,0.87,2.5,0.58,1.6,SW4 ,1.397318155,103.8756226,EW28,1.337586882,103.6973586
SW4  Thanggam,EW29 Joo Koon,71,1.97,0.87,2.5,0.58,1.62,SW4 ,1.397318155,103.8756226,EW29 ,1.327717173,103.6784167
SW4  Thanggam,EW3  Simei,50,1.78,0.87,2.4,0.58,1.45,SW4 ,1.397318155,103.8756226,EW3 ,1.343202895,103.9533387
SW4  Thanggam,EW30 Gul Circle,74,2,0.87,2.5,0.58,1.65,SW4 ,1.397318155,103.8756226,EW30,1.319505215,103.6605988
SW4  Thanggam,EW31  Tuas Crescent,76,2.01,0.87,2.5,0.58,1.66,SW4 ,1.397318155,103.8756226,EW31,1.321026553,103.6491245
SW4  Thanggam,EW32  Tuas West Road,78,2.02,0.87,2.5,0.58,1.67,SW4 ,1.397318155,103.8756226,EW32 ,1.329989089,103.6396662
SW4  Thanggam,EW33  Tuas Link,80,2.02,0.87,2.5,0.58,1.67,SW4 ,1.397318155,103.8756226,EW33,1.340463766,103.6369324
SW4  Thanggam,EW4  Tanah Merah,47,1.72,0.87,2.4,0.58,1.39,SW4 ,1.397318155,103.8756226,EW4 ,1.327187135,103.9463161
SW4  Thanggam,EW5  Bedok,44,1.65,0.87,2.3,0.58,1.33,SW4 ,1.397318155,103.8756226,EW5  ,1.323979969,103.9299587
SW4  Thanggam,EW6 Kembangan,42,1.57,0.87,2.3,0.58,1.27,SW4 ,1.397318155,103.8756226,EW6,1.321038249,103.9129282
SW4  Thanggam,EW7 Eunos,40,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,EW7 ,1.319778952,103.9032339
SW4  Thanggam,EW8 CC9  Paya Lebar,34,1.45,0.87,2.2,0.58,1.18,SW4 ,1.397318155,103.8756226,EW8,1.318112082,103.8930446
SW4  Thanggam,EW9  Aljunied,40,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,EW9 ,1.316432612,103.882893
SW4  Thanggam,NE1 CC29 HarbourFront,42,1.75,0.87,2.4,0.58,1.42,SW4 ,1.397318155,103.8756226,NE1 ,1.26547264,103.821446
SW4  Thanggam,NE10  Potong Pasir,25,1.37,0.87,2,0.58,1.12,SW4 ,1.397318155,103.8756226,NE10 ,1.331379525,103.869046
SW4  Thanggam,NE11  Woodleigh,23,1.33,0.87,2,0.58,1.09,SW4 ,1.397318155,103.8756226,NE11,1.339190046,103.8708081
SW4  Thanggam,NE12 CC13  Serangoon,21,1.29,0.87,1.8,0.58,1.06,SW4 ,1.397318155,103.8756226,NE12 ,1.349707875,103.8735637
SW4  Thanggam,NE13 Kovan,18,1.16,0.81,1.8,0.55,0.94,SW4 ,1.397318155,103.8756226,NE13,1.360179171,103.8850503
SW4  Thanggam,NE14 Hougang,16,1.07,0.75,1.6,0.52,0.87,SW4 ,1.397318155,103.8756226,NE14,1.371292292,103.8923636
SW4  Thanggam,NE15  Buangkok,14,0.87,0.61,1.6,0.42,0.71,SW4 ,1.397318155,103.8756226,NE15,1.382877858,103.8931042
SW4  Thanggam,NE16 STC  Sengkang,8,0.77,0.54,1.4,0.37,0.63,SW4 ,1.397318155,103.8756226,NE16,1.391694626,103.8954664
SW4  Thanggam,NE17 PTC  Punggol,12,0.97,0.68,1.6,0.47,0.79,SW4 ,1.397318155,103.8756226,NE17 ,1.404546728,103.902052
SW4  Thanggam,NE4 DT19 Chinatown,37,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,NE4,1.284359578,103.8434242
SW4  Thanggam,NE5 Clarke Quay,35,1.61,0.87,2.3,0.58,1.3,SW4 ,1.397318155,103.8756226,NE5 ,1.288386024,103.8465519
SW4  Thanggam,NE7 DT12 Little India,31,1.49,0.87,2.2,0.58,1.21,SW4 ,1.397318155,103.8756226,NE7 ,1.307198223,103.8485807
SW4  Thanggam,NE8 Farrer Park,29,1.49,0.87,2.2,0.58,1.21,SW4 ,1.397318155,103.8756226,NE8,1.31235984,103.8541717
SW4  Thanggam,NE9  Boon Keng,27,1.45,0.87,2.2,0.58,1.18,SW4 ,1.397318155,103.8756226,NE9 ,1.319395706,103.861679
SW4  Thanggam,NS1 EW24 Jurong East,58,1.89,0.87,2.5,0.58,1.54,SW4 ,1.397318155,103.8756226,NS1,1.33315262,103.7423112
SW4  Thanggam,NS10  Admiralty,52,1.88,0.87,2.5,0.58,1.53,SW4 ,1.397318155,103.8756226,NS10,1.440585001,103.8009982
SW4  Thanggam,NS11  Sembawang,49,1.85,0.87,2.5,0.58,1.51,SW4 ,1.397318155,103.8756226,NS11 ,1.449050821,103.8200504
SW4  Thanggam,NS13  Yishun,45,1.75,0.87,2.4,0.58,1.42,SW4 ,1.397318155,103.8756226,NS13,1.429443081,103.8350045
SW4  Thanggam,NS14 Khatib,43,1.72,0.87,2.4,0.58,1.39,SW4 ,1.397318155,103.8756226,NS14 ,1.41738337,103.83298
SW4  Thanggam,NS15  Yio Chu Kang,37,1.53,0.87,2.2,0.58,1.24,SW4 ,1.397318155,103.8756226,NS15,1.381756046,103.8449439
SW4  Thanggam,NS16  Ang Mo Kio,35,1.49,0.87,2.2,0.58,1.21,SW4 ,1.397318155,103.8756226,NS16 ,1.369347304,103.8499283
