id,index,name,desc
0,0,bowtie,classy
0,1,bowtie,bow
0,2,bowtie,face
0,3,bowtie,formal
0,4,bowtie,fashion
0,5,bowtie,suit
0,6,bowtie,magic
0,7,bowtie,circus
1,8,smile,happy
1,9,smile,cheerful
1,10,smile,face
1,11,smile,joy
1,12,smile,funny
1,13,smile,haha
1,14,smile,laugh
1,15,smile,like
2,16,simple_smile,smile
2,17,simple_smile,guy
2,18,simple_smile,happy
2,19,simple_smile,cheerful
2,20,simple_smile,smiling
3,21,laughing,lol
3,22,laughing,funny
3,23,laughing,happy
3,24,laughing,joy
3,25,laughing,satisfied
3,26,laughing,haha
3,27,laughing,face
3,28,laughing,glad
4,29,blush,face
4,30,blush,smile
4,31,blush,happy
4,32,blush,flushed
4,33,blush,crush
4,34,blush,embarrassed
4,35,blush,shy
4,36,blush,joy
5,37,smiley,funny
5,38,smiley,face
5,39,smiley,happy
5,40,smiley,joy
5,41,smiley,haha
6,42,relaxed,face
6,43,relaxed,blush
6,44,relaxed,massage
6,45,relaxed,happiness
7,46,smirk,face
7,47,smirk,smile
7,48,smirk,mean
7,49,smirk,prank
7,50,smirk,smug
7,51,smirk,sarcasm
8,52,heart_eyes,heart
8,53,heart_eyes,love
8,54,heart_eyes,face
8,55,heart_eyes,like
8,56,heart_eyes,affection
8,57,heart_eyes,valentines
8,58,heart_eyes,infatuation
8,59,heart_eyes,crush
